group,age2009cat,h1yy,pct,upper,lower
het_black_female,1,2000,0,0,0
het_black_female,1,2001,0,0,0
het_black_female,1,2002,0,0,0
het_black_female,1,2003,0,0,0
het_black_female,1,2004,0,0,0
het_black_female,1,2005,0,0,0
het_black_female,1,2006,0,0,0
het_black_female,1,2007,0,0,0
het_black_female,1,2008,0.75,0.75,0
het_black_female,1,2009,0.25,1,0.75
het_black_female,2,2000,0.03194888178913738,0.03194888178913738,0
het_black_female,2,2001,0.022364217252396165,0.054313099041533544,0.03194888178913738
het_black_female,2,2002,0.01597444089456869,0.07028753993610223,0.054313099041533544
het_black_female,2,2003,0.02875399361022364,0.09904153354632587,0.07028753993610223
het_black_female,2,2004,0.03514376996805112,0.134185303514377,0.09904153354632587
het_black_female,2,2005,0.09584664536741214,0.23003194888178913,0.134185303514377
het_black_female,2,2006,0.134185303514377,0.3642172523961661,0.23003194888178913
het_black_female,2,2007,0.15654952076677317,0.5207667731629393,0.3642172523961661
het_black_female,2,2008,0.2268370607028754,0.7476038338658146,0.5207667731629393
het_black_female,2,2009,0.2523961661341853,1,0.7476038338658146
het_black_female,3,2000,0.16738197424892703,0.16738197424892703,0
het_black_female,3,2001,0.043991416309012876,0.2113733905579399,0.16738197424892703
het_black_female,3,2002,0.04935622317596566,0.2607296137339056,0.2113733905579399
het_black_female,3,2003,0.07618025751072961,0.3369098712446352,0.2607296137339056
het_black_female,3,2004,0.08798283261802575,0.4248927038626609,0.3369098712446352
het_black_female,3,2005,0.09012875536480687,0.5150214592274678,0.4248927038626609
het_black_female,3,2006,0.11909871244635194,0.6341201716738197,0.5150214592274678
het_black_female,3,2007,0.10407725321888411,0.7381974248927039,0.6341201716738197
het_black_female,3,2008,0.13197424892703863,0.8701716738197425,0.7381974248927039
het_black_female,3,2009,0.1298283261802575,1,0.8701716738197425
het_black_female,4,2000,0.2771179730799683,0.2771179730799683,0
het_black_female,4,2001,0.0728424386381631,0.3499604117181314,0.2771179730799683
het_black_female,4,2002,0.04513064133016627,0.3950910530482977,0.3499604117181314
het_black_female,4,2003,0.06967537608867776,0.46476642913697547,0.3950910530482977
het_black_female,4,2004,0.06571654790182106,0.5304829770387965,0.46476642913697547
het_black_female,4,2005,0.07125890736342043,0.601741884402217,0.5304829770387965
het_black_female,4,2006,0.0768012668250198,0.6785431512272367,0.601741884402217
het_black_female,4,2007,0.10055423594615993,0.7790973871733967,0.6785431512272367
het_black_female,4,2008,0.1060965954077593,0.885193982581156,0.7790973871733967
het_black_female,4,2009,0.11480601741884403,1,0.885193982581156
het_black_female,5,2000,0.2937853107344633,0.2937853107344633,0
het_black_female,5,2001,0.062146892655367235,0.3559322033898305,0.2937853107344633
het_black_female,5,2002,0.04943502824858757,0.4053672316384181,0.3559322033898305
het_black_female,5,2003,0.08050847457627118,0.4858757062146893,0.4053672316384181
het_black_female,5,2004,0.08333333333333333,0.5692090395480226,0.4858757062146893
het_black_female,5,2005,0.0692090395480226,0.6384180790960452,0.5692090395480226
het_black_female,5,2006,0.08192090395480225,0.7203389830508474,0.6384180790960452
het_black_female,5,2007,0.08898305084745763,0.809322033898305,0.7203389830508474
het_black_female,5,2008,0.10734463276836158,0.9166666666666666,0.809322033898305
het_black_female,5,2009,0.08333333333333333,1,0.9166666666666666
het_black_female,6,2000,0.3096774193548387,0.3096774193548387,0
het_black_female,6,2001,0.07096774193548387,0.3806451612903226,0.3096774193548387
het_black_female,6,2002,0.025806451612903226,0.40645161290322585,0.3806451612903226
het_black_female,6,2003,0.08387096774193549,0.4903225806451613,0.40645161290322585
het_black_female,6,2004,0.06451612903225806,0.5548387096774193,0.4903225806451613
het_black_female,6,2005,0.07096774193548387,0.6258064516129033,0.5548387096774193
het_black_female,6,2006,0.05161290322580645,0.6774193548387097,0.6258064516129033
het_black_female,6,2007,0.05806451612903226,0.7354838709677419,0.6774193548387097
het_black_female,6,2008,0.15483870967741936,0.8903225806451613,0.7354838709677419
het_black_female,6,2009,0.10967741935483871,1,0.8903225806451613
het_black_female,7,2000,0.35135135135135137,0.35135135135135137,0
het_black_female,7,2001,0.08108108108108109,0.43243243243243246,0.35135135135135137
het_black_female,7,2002,0.08108108108108109,0.5135135135135136,0.43243243243243246
het_black_female,7,2003,0.08108108108108109,0.5945945945945946,0.5135135135135136
het_black_female,7,2004,0.05405405405405406,0.6486486486486487,0.5945945945945946
het_black_female,7,2005,0.10810810810810811,0.7567567567567568,0.6486486486486487
het_black_female,7,2006,0.08108108108108109,0.8378378378378379,0.7567567567567568
het_black_female,7,2007,0.02702702702702703,0.8648648648648649,0.8378378378378379
het_black_female,7,2008,0.13513513513513514,1,0.8648648648648649
het_black_female,7,2009,0,1,1
idu_black_male,1,2000,0,0,0
idu_black_male,1,2001,0,0,0
idu_black_male,1,2002,0,0,0
idu_black_male,1,2003,0,0,0
idu_black_male,1,2004,0,0,0
idu_black_male,1,2005,0,0,0
idu_black_male,1,2006,0,0,0
idu_black_male,1,2007,0,0,0
idu_black_male,1,2008,0,0,0
idu_black_male,1,2009,1,1,0
idu_black_male,2,2000,0.05555555555555555,0.05555555555555555,0
idu_black_male,2,2001,0,0.05555555555555555,0.05555555555555555
idu_black_male,2,2002,0.05555555555555555,0.1111111111111111,0.05555555555555555
idu_black_male,2,2003,0,0.1111111111111111,0.1111111111111111
idu_black_male,2,2004,0,0.1111111111111111,0.1111111111111111
idu_black_male,2,2005,0,0.1111111111111111,0.1111111111111111
idu_black_male,2,2006,0,0.1111111111111111,0.1111111111111111
idu_black_male,2,2007,0.3333333333333333,0.4444444444444444,0.1111111111111111
idu_black_male,2,2008,0.2777777777777778,0.7222222222222222,0.4444444444444444
idu_black_male,2,2009,0.2777777777777778,1,0.7222222222222222
idu_black_male,3,2000,0.29411764705882354,0.29411764705882354,0
idu_black_male,3,2001,0.014705882352941176,0.3088235294117647,0.29411764705882354
idu_black_male,3,2002,0.0661764705882353,0.375,0.3088235294117647
idu_black_male,3,2003,0.029411764705882353,0.40441176470588236,0.375
idu_black_male,3,2004,0.10294117647058823,0.5073529411764706,0.40441176470588236
idu_black_male,3,2005,0.0661764705882353,0.5735294117647058,0.5073529411764706
idu_black_male,3,2006,0.09558823529411764,0.6691176470588235,0.5735294117647058
idu_black_male,3,2007,0.09558823529411764,0.7647058823529411,0.6691176470588235
idu_black_male,3,2008,0.125,0.8897058823529411,0.7647058823529411
idu_black_male,3,2009,0.11029411764705882,1,0.8897058823529411
idu_black_male,4,2000,0.4329896907216495,0.4329896907216495,0
idu_black_male,4,2001,0.06013745704467354,0.49312714776632305,0.4329896907216495
idu_black_male,4,2002,0.036941580756013746,0.5300687285223368,0.49312714776632305
idu_black_male,4,2003,0.0661512027491409,0.5962199312714777,0.5300687285223368
idu_black_male,4,2004,0.06701030927835051,0.6632302405498282,0.5962199312714777
idu_black_male,4,2005,0.06443298969072164,0.7276632302405498,0.6632302405498282
idu_black_male,4,2006,0.0661512027491409,0.7938144329896908,0.7276632302405498
idu_black_male,4,2007,0.07130584192439862,0.8651202749140894,0.7938144329896908
idu_black_male,4,2008,0.06872852233676977,0.9338487972508591,0.8651202749140894
idu_black_male,4,2009,0.0661512027491409,1,0.9338487972508591
idu_black_male,5,2000,0.5184257602862254,0.5184257602862254,0
idu_black_male,5,2001,0.05831842576028622,0.5767441860465117,0.5184257602862254
idu_black_male,5,2002,0.04364937388193202,0.6203935599284437,0.5767441860465117
idu_black_male,5,2003,0.05152057245080501,0.6719141323792487,0.6203935599284437
idu_black_male,5,2004,0.06118067978533095,0.7330948121645796,0.6719141323792487
idu_black_male,5,2005,0.04686940966010734,0.7799642218246869,0.7330948121645796
idu_black_male,5,2006,0.05080500894454383,0.8307692307692308,0.7799642218246869
idu_black_male,5,2007,0.057245080500894455,0.8880143112701253,0.8307692307692308
idu_black_male,5,2008,0.052236135957066186,0.9402504472271914,0.8880143112701253
idu_black_male,5,2009,0.059749552772808585,1,0.9402504472271914
idu_black_male,6,2000,0.5717821782178217,0.5717821782178217,0
idu_black_male,6,2001,0.06064356435643564,0.6324257425742574,0.5717821782178217
idu_black_male,6,2002,0.04702970297029703,0.6794554455445544,0.6324257425742574
idu_black_male,6,2003,0.043316831683168314,0.7227722772277227,0.6794554455445544
idu_black_male,6,2004,0.04579207920792079,0.7685643564356435,0.7227722772277227
idu_black_male,6,2005,0.03341584158415842,0.8019801980198019,0.7685643564356435
idu_black_male,6,2006,0.06435643564356436,0.8663366336633663,0.8019801980198019
idu_black_male,6,2007,0.043316831683168314,0.9096534653465346,0.8663366336633663
idu_black_male,6,2008,0.039603960396039604,0.9492574257425742,0.9096534653465346
idu_black_male,6,2009,0.050742574257425746,1,0.9492574257425742
idu_black_male,7,2000,0.6666666666666666,0.6666666666666666,0
idu_black_male,7,2001,0,0.6666666666666666,0.6666666666666666
idu_black_male,7,2002,0.015151515151515152,0.6818181818181818,0.6666666666666666
idu_black_male,7,2003,0.030303030303030304,0.712121212121212,0.6818181818181818
idu_black_male,7,2004,0.06060606060606061,0.7727272727272727,0.712121212121212
idu_black_male,7,2005,0.030303030303030304,0.803030303030303,0.7727272727272727
idu_black_male,7,2006,0.045454545454545456,0.8484848484848484,0.803030303030303
idu_black_male,7,2007,0.07575757575757576,0.9242424242424242,0.8484848484848484
idu_black_male,7,2008,0.06060606060606061,0.9848484848484849,0.9242424242424242
idu_black_male,7,2009,0.015151515151515152,1,0.9848484848484849
idu_hisp_male,2,2000,0,0,0
idu_hisp_male,2,2001,0,0,0
idu_hisp_male,2,2002,0,0,0
idu_hisp_male,2,2003,0,0,0
idu_hisp_male,2,2004,0.07692307692307693,0.07692307692307693,0
idu_hisp_male,2,2005,0,0.07692307692307693,0.07692307692307693
idu_hisp_male,2,2006,0.15384615384615385,0.23076923076923078,0.07692307692307693
idu_hisp_male,2,2007,0.3076923076923077,0.5384615384615385,0.23076923076923078
idu_hisp_male,2,2008,0.15384615384615385,0.6923076923076923,0.5384615384615385
idu_hisp_male,2,2009,0.3076923076923077,1,0.6923076923076923
idu_hisp_male,3,2000,0.18018018018018017,0.18018018018018017,0
idu_hisp_male,3,2001,0.05405405405405406,0.23423423423423423,0.18018018018018017
idu_hisp_male,3,2002,0.04504504504504504,0.27927927927927926,0.23423423423423423
idu_hisp_male,3,2003,0.05405405405405406,0.3333333333333333,0.27927927927927926
idu_hisp_male,3,2004,0.07207207207207207,0.4054054054054054,0.3333333333333333
idu_hisp_male,3,2005,0.13513513513513514,0.5405405405405406,0.4054054054054054
idu_hisp_male,3,2006,0.07207207207207207,0.6126126126126126,0.5405405405405406
idu_hisp_male,3,2007,0.08108108108108109,0.6936936936936937,0.6126126126126126
idu_hisp_male,3,2008,0.15315315315315314,0.8468468468468469,0.6936936936936937
idu_hisp_male,3,2009,0.15315315315315314,1,0.8468468468468469
idu_hisp_male,4,2000,0.39928057553956836,0.39928057553956836,0
idu_hisp_male,4,2001,0.0539568345323741,0.45323741007194246,0.39928057553956836
idu_hisp_male,4,2002,0.046762589928057555,0.5,0.45323741007194246
idu_hisp_male,4,2003,0.0539568345323741,0.5539568345323741,0.5
idu_hisp_male,4,2004,0.05755395683453238,0.6115107913669064,0.5539568345323741
idu_hisp_male,4,2005,0.06474820143884892,0.6762589928057554,0.6115107913669064
idu_hisp_male,4,2006,0.08992805755395683,0.7661870503597122,0.6762589928057554
idu_hisp_male,4,2007,0.08273381294964029,0.8489208633093526,0.7661870503597122
idu_hisp_male,4,2008,0.08992805755395683,0.9388489208633094,0.8489208633093526
idu_hisp_male,4,2009,0.06115107913669065,1,0.9388489208633094
idu_hisp_male,5,2000,0.5664335664335665,0.5664335664335665,0
idu_hisp_male,5,2001,0.07226107226107226,0.6386946386946387,0.5664335664335665
idu_hisp_male,5,2002,0.04195804195804196,0.6806526806526807,0.6386946386946387
idu_hisp_male,5,2003,0.039627039627039624,0.7202797202797203,0.6806526806526807
idu_hisp_male,5,2004,0.04195804195804196,0.7622377622377623,0.7202797202797203
idu_hisp_male,5,2005,0.030303030303030304,0.7925407925407926,0.7622377622377623
idu_hisp_male,5,2006,0.046620046620046623,0.8391608391608392,0.7925407925407926
idu_hisp_male,5,2007,0.0675990675990676,0.9067599067599068,0.8391608391608392
idu_hisp_male,5,2008,0.05128205128205128,0.958041958041958,0.9067599067599068
idu_hisp_male,5,2009,0.04195804195804196,1,0.958041958041958
idu_hisp_male,6,2000,0.6721311475409836,0.6721311475409836,0
idu_hisp_male,6,2001,0.040983606557377046,0.7131147540983607,0.6721311475409836
idu_hisp_male,6,2002,0.040983606557377046,0.7540983606557377,0.7131147540983607
idu_hisp_male,6,2003,0.040983606557377046,0.7950819672131147,0.7540983606557377
idu_hisp_male,6,2004,0.05737704918032787,0.8524590163934426,0.7950819672131147
idu_hisp_male,6,2005,0.05737704918032787,0.9098360655737705,0.8524590163934426
idu_hisp_male,6,2006,0.01639344262295082,0.9262295081967212,0.9098360655737705
idu_hisp_male,6,2007,0.03278688524590164,0.9590163934426229,0.9262295081967212
idu_hisp_male,6,2008,0.03278688524590164,0.9918032786885246,0.9590163934426229
idu_hisp_male,6,2009,0.00819672131147541,1,0.9918032786885246
idu_hisp_male,7,2000,0.4,0.4,0
idu_hisp_male,7,2001,0,0.4,0.4
idu_hisp_male,7,2002,0,0.4,0.4
idu_hisp_male,7,2003,0,0.4,0.4
idu_hisp_male,7,2004,0,0.4,0.4
idu_hisp_male,7,2005,0,0.4,0.4
idu_hisp_male,7,2006,0.2,0.6000000000000001,0.4
idu_hisp_male,7,2007,0.4,1,0.6000000000000001
idu_hisp_male,7,2008,0,1,1
idu_hisp_male,7,2009,0,1,1
msm_black_male,1,2000,0,0,0
msm_black_male,1,2001,0,0,0
msm_black_male,1,2002,0,0,0
msm_black_male,1,2003,0,0,0
msm_black_male,1,2004,0,0,0
msm_black_male,1,2005,0,0,0
msm_black_male,1,2006,0,0,0
msm_black_male,1,2007,0,0,0
msm_black_male,1,2008,0,0,0
msm_black_male,1,2009,1,1,0
msm_black_male,2,2000,0.012589928057553957,0.012589928057553957,0
msm_black_male,2,2001,0.014388489208633094,0.02697841726618705,0.012589928057553957
msm_black_male,2,2002,0.017985611510791366,0.044964028776978415,0.02697841726618705
msm_black_male,2,2003,0.02158273381294964,0.06654676258992806,0.044964028776978415
msm_black_male,2,2004,0.050359712230215826,0.11690647482014388,0.06654676258992806
msm_black_male,2,2005,0.06115107913669065,0.17805755395683454,0.11690647482014388
msm_black_male,2,2006,0.08273381294964029,0.2607913669064748,0.17805755395683454
msm_black_male,2,2007,0.1366906474820144,0.39748201438848924,0.2607913669064748
msm_black_male,2,2008,0.25719424460431656,0.6546762589928058,0.39748201438848924
msm_black_male,2,2009,0.34532374100719426,1,0.6546762589928058
msm_black_male,3,2000,0.15051020408163265,0.15051020408163265,0
msm_black_male,3,2001,0.044642857142857144,0.1951530612244898,0.15051020408163265
msm_black_male,3,2002,0.05357142857142857,0.24872448979591838,0.1951530612244898
msm_black_male,3,2003,0.05994897959183673,0.3086734693877551,0.24872448979591838
msm_black_male,3,2004,0.07397959183673469,0.3826530612244898,0.3086734693877551
msm_black_male,3,2005,0.07653061224489796,0.45918367346938777,0.3826530612244898
msm_black_male,3,2006,0.10076530612244898,0.5599489795918368,0.45918367346938777
msm_black_male,3,2007,0.12627551020408162,0.6862244897959183,0.5599489795918368
msm_black_male,3,2008,0.14795918367346939,0.8341836734693877,0.6862244897959183
msm_black_male,3,2009,0.16581632653061223,1,0.8341836734693877
msm_black_male,4,2000,0.34119380987472364,0.34119380987472364,0
msm_black_male,4,2001,0.06263817243920412,0.40383198231392775,0.34119380987472364
msm_black_male,4,2002,0.05305821665438467,0.45689019896831246,0.40383198231392775
msm_black_male,4,2003,0.06190125276344879,0.5187914517317612,0.45689019896831246
msm_black_male,4,2004,0.07148120854826824,0.5902726602800294,0.5187914517317612
msm_black_male,4,2005,0.06411201179071481,0.6543846720707442,0.5902726602800294
msm_black_male,4,2006,0.08327192336035372,0.737656595431098,0.6543846720707442
msm_black_male,4,2007,0.07737656595431099,0.8150331613854089,0.737656595431098
msm_black_male,4,2008,0.09137803979366249,0.9064112011790715,0.8150331613854089
msm_black_male,4,2009,0.09358879882092852,1,0.9064112011790715
msm_black_male,5,2000,0.44368600682593856,0.44368600682593856,0
msm_black_male,5,2001,0.06484641638225255,0.5085324232081911,0.44368600682593856
msm_black_male,5,2002,0.04778156996587031,0.5563139931740614,0.5085324232081911
msm_black_male,5,2003,0.07679180887372014,0.6331058020477816,0.5563139931740614
msm_black_male,5,2004,0.07167235494880546,0.704778156996587,0.6331058020477816
msm_black_male,5,2005,0.04778156996587031,0.7525597269624573,0.704778156996587
msm_black_male,5,2006,0.06484641638225255,0.8174061433447098,0.7525597269624573
msm_black_male,5,2007,0.07167235494880546,0.8890784982935154,0.8174061433447098
msm_black_male,5,2008,0.052901023890784986,0.9419795221843004,0.8890784982935154
msm_black_male,5,2009,0.05802047781569966,1,0.9419795221843004
msm_black_male,6,2000,0.4878048780487805,0.4878048780487805,0
msm_black_male,6,2001,0.06504065040650407,0.5528455284552846,0.4878048780487805
msm_black_male,6,2002,0.07317073170731707,0.6260162601626016,0.5528455284552846
msm_black_male,6,2003,0.056910569105691054,0.6829268292682926,0.6260162601626016
msm_black_male,6,2004,0.056910569105691054,0.7398373983739838,0.6829268292682926
msm_black_male,6,2005,0.056910569105691054,0.7967479674796748,0.7398373983739838
msm_black_male,6,2006,0.032520325203252036,0.8292682926829268,0.7967479674796748
msm_black_male,6,2007,0.032520325203252036,0.8617886178861789,0.8292682926829268
msm_black_male,6,2008,0.08130081300813008,0.943089430894309,0.8617886178861789
msm_black_male,6,2009,0.056910569105691054,1,0.943089430894309
msm_black_male,7,2000,0.4444444444444444,0.4444444444444444,0
msm_black_male,7,2001,0.05555555555555555,0.5,0.4444444444444444
msm_black_male,7,2002,0.1111111111111111,0.611111111111111,0.5
msm_black_male,7,2003,0,0.611111111111111,0.611111111111111
msm_black_male,7,2004,0,0.611111111111111,0.611111111111111
msm_black_male,7,2005,0.16666666666666666,0.7777777777777777,0.611111111111111
msm_black_male,7,2006,0,0.7777777777777777,0.7777777777777777
msm_black_male,7,2007,0.05555555555555555,0.8333333333333333,0.7777777777777777
msm_black_male,7,2008,0.16666666666666666,1,0.8333333333333333
msm_black_male,7,2009,0,1,1
idu_white_male,2,2000,0.015873015873015872,0.015873015873015872,0
idu_white_male,2,2001,0.015873015873015872,0.031746031746031744,0.015873015873015872
idu_white_male,2,2002,0.015873015873015872,0.047619047619047616,0.031746031746031744
idu_white_male,2,2003,0.015873015873015872,0.06349206349206349,0.047619047619047616
idu_white_male,2,2004,0.015873015873015872,0.07936507936507936,0.06349206349206349
idu_white_male,2,2005,0.09523809523809523,0.1746031746031746,0.07936507936507936
idu_white_male,2,2006,0.1111111111111111,0.2857142857142857,0.1746031746031746
idu_white_male,2,2007,0.19047619047619047,0.47619047619047616,0.2857142857142857
idu_white_male,2,2008,0.23809523809523808,0.7142857142857142,0.47619047619047616
idu_white_male,2,2009,0.2857142857142857,1,0.7142857142857142
idu_white_male,3,2000,0.20103092783505155,0.20103092783505155,0
idu_white_male,3,2001,0.05670103092783505,0.2577319587628866,0.20103092783505155
idu_white_male,3,2002,0.04639175257731959,0.3041237113402062,0.2577319587628866
idu_white_male,3,2003,0.03608247422680412,0.3402061855670103,0.3041237113402062
idu_white_male,3,2004,0.07474226804123711,0.41494845360824745,0.3402061855670103
idu_white_male,3,2005,0.10051546391752578,0.5154639175257733,0.41494845360824745
idu_white_male,3,2006,0.06958762886597938,0.5850515463917526,0.5154639175257733
idu_white_male,3,2007,0.15721649484536082,0.7422680412371134,0.5850515463917526
idu_white_male,3,2008,0.11855670103092783,0.8608247422680413,0.7422680412371134
idu_white_male,3,2009,0.13917525773195877,1,0.8608247422680413
idu_white_male,4,2000,0.45404984423676015,0.45404984423676015,0
idu_white_male,4,2001,0.053738317757009345,0.5077881619937695,0.45404984423676015
idu_white_male,4,2002,0.031931464174454825,0.5397196261682243,0.5077881619937695
idu_white_male,4,2003,0.05451713395638629,0.5942367601246106,0.5397196261682243
idu_white_male,4,2004,0.06853582554517133,0.6627725856697819,0.5942367601246106
idu_white_male,4,2005,0.05996884735202492,0.7227414330218068,0.6627725856697819
idu_white_male,4,2006,0.07242990654205607,0.7951713395638629,0.7227414330218068
idu_white_male,4,2007,0.06230529595015576,0.8574766355140186,0.7951713395638629
idu_white_male,4,2008,0.07398753894080996,0.9314641744548287,0.8574766355140186
idu_white_male,4,2009,0.06853582554517133,1,0.9314641744548287
idu_white_male,5,2000,0.5430830039525691,0.5430830039525691,0
idu_white_male,5,2001,0.05691699604743083,0.6,0.5430830039525691
idu_white_male,5,2002,0.05059288537549407,0.6505928853754941,0.6
idu_white_male,5,2003,0.05533596837944664,0.7059288537549406,0.6505928853754941
idu_white_male,5,2004,0.06007905138339921,0.7660079051383399,0.7059288537549406
idu_white_male,5,2005,0.04743083003952569,0.8134387351778656,0.7660079051383399
idu_white_male,5,2006,0.04110671936758893,0.8545454545454545,0.8134387351778656
idu_white_male,5,2007,0.05059288537549407,0.9051383399209486,0.8545454545454545
idu_white_male,5,2008,0.05375494071146245,0.9588932806324111,0.9051383399209486
idu_white_male,5,2009,0.04110671936758893,1,0.9588932806324111
idu_white_male,6,2000,0.6193181818181818,0.6193181818181818,0
idu_white_male,6,2001,0.028409090909090908,0.6477272727272727,0.6193181818181818
